status,zxloanbalanceamt,zxcrecardacctnowtotaldelqamt,zxrcy3mcrecardquerycnt,zxissubankcnt,zxcreditcarddelqstatus24months,zxaccountcnt,zxcrecardnowshouldpayamt,zxcreditcarddelqstatus30dayyues,zxrcy6mavgusecreditamt,zxrcy6mcrecardquerycompanycnt,zxusecreditamt,zxfirstcrecarddate,zxcrecardusecreditrate,zxcreditbal,zxcreditcarddelqstatus60to90days,zxcreditcarddelqstatus30to60days,zxrcy6mcrecardquerycnt,zxcreditcarddelqstatus6to12month,zxcreditcarddelqstatus90to180day,zxcreditcardaccudelqcnt,zxrcy24mcrecardmaxdelqperiod,zxrcy12mcrecardmaxdelqperiod,zxrcy6mcrecardmaxdelqperiod,zxrcyquerydate
1,19683,0,0,9,N,14,50784,N,355645,1,348131,41521,0.9267,348131,N,N,1,N,N,0,0,0,0,43178.56375
1,18986,0,0,3,N,3,1671,N,33240,1,29311,42439,1.0388,29311,1,N,1,N,1,2,1,1,1,43215.44956
1,-9999,1396,1,3,1,12,6580,1,14720,2,17936,39503,0.8178,17936,1,N,2,N,1,4,1,1,1,43281.64573
0,-9999,0,4,1,N,1,1850,N,18933,5,20000,42713,0.9467,20000,N,N,5,N,1,1,1,1,1,43192.49287
0,187568,0,1,4,N,13,4158,N,40456,1,51794,40588,0.4066,51794,N,N,1,N,N,1,0,0,0,43229.41456
0,14409,0,2,7,1,12,18929,N,163164,4,192490,41467,0.8936,192490,N,N,5,N,N,2,1,0,0,43188.92598
1,394594,1297,0,4,N,5,1409,1,29219,1,36374,41294,0.3785,36374,1,N,1,N,N,6,1,1,1,43293.68653
0,9167,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43445.33887
0,197719,0,1,4,N,5,5995,N,39694,7,33657,41446,0.6844,33657,N,N,7,N,N,0,0,0,0,43388.42125
0,1104648,0,0,2,N,2,7876,N,42719,1,17352,42221,1.068,17352,N,N,1,N,1,1,1,1,1,43190.50439
0,40150,0,0,4,1,4,4649,N,17013,0,21822,42382,1.7013,21822,1,N,0,N,N,2,1,1,1,43228.15486
0,644043,0,2,9,N,16,15310,N,194365,2,161592,40359,1.0048,161592,N,N,2,N,1,6,1,1,1,43182.82196
0,-9999,0,4,8,N,22,12745,N,141552,7,160503,41621,0.7997,160503,N,N,9,1,1,3,1,1,1,43196.05324
0,619,0,0,1,/,1,200,N,936,1,2802,43075,0.312,2802,*,N,1,/,*,0,0,0,0,43181.40332
0,450250,0,0,14,N,24,30047,N,269946,7,256899,39612,0.5825,256899,N,N,8,N,N,2,0,0,0,43468.59348
0,2500,0,0,3,N,7,1706,N,33353,0,34647,40850,0.3834,34647,N,N,0,2,N,3,2,2,0,43240.03181
1,80259,0,0,6,N,9,5366,N,88922,0,93268,42220,0.9433,93268,N,N,0,1,N,1,1,1,0,43188.48609
0,82072,0,1,7,N,9,9311,N,44843,1,77195,41241,0.1845,77195,N,N,2,1,N,2,1,1,0,43415.99979
0,5000,0,0,4,N,6,1376,N,16308,0,5938,42576,0.1202,5938,N,N,0,N,N,0,0,0,0,43264.61406
0,6235,0,2,10,N,22,35096,N,214350,3,214893,39260,0.5044,214893,N,N,3,N,N,0,0,0,0,43266.45177
0,15990,0,0,4,N,17,3823,N,36461,2,40358,41177,0.9595,40358,N,N,2,N,N,0,0,0,0,43192.46774
0,41368,0,0,5,N,7,11192,N,139005,0,128296,41542,0.873,128296,N,N,0,N,N,0,0,0,0,43209.39471
0,35253,0,1,2,N,3,776,N,6083,1,6080,39961,1.0121,6080,N,N,2,N,N,5,0,0,0,43161.31022
0,16130,0,8,5,/,14,287,N,4122,8,9666,43131,0.1527,9666,*,N,10,/,/,0,0,0,0,43224.42464
0,36900,0,0,9,N,19,20289,N,176046,0,91446,41599,0.9434,91446,N,N,0,N,N,0,0,0,0,43323.49324
0,27933,0,0,10,1,15,30874,N,173232,3,167111,41586,0.6201,167111,N,N,3,1,N,3,1,1,0,43181.72385
0,377441,0,0,5,N,5,3938,N,30982,2,80877,40283,0.177,80877,N,N,3,N,N,0,0,0,0,43215.00843
0,20250,0,1,2,N,2,5258,N,16836,1,16496,39053,0.4009,16496,N,N,1,N,N,0,0,0,0,43419.00627
0,16858,0,1,3,N,3,2884,N,4226,1,7106,42776,0.2726,7106,N,N,1,N,N,0,0,0,0,43262.54199
0,46300,0,0,1,/,2,0,*,0,0,0,42233,0,0,*,*,0,/,*,0,0,0,0,43344.40456
0,-9999,0,5,5,1,5,577,N,19553,5,11858,42509,0.488,11858,N,N,5,1,1,7,1,1,1,43299.3742
0,586520,0,2,3,/,4,5832,N,16015,3,24370,43060,0.3906,24370,N,N,3,N,N,0,0,0,0,43365.08235
0,20978,0,0,5,1,7,5847,N,69595,1,64515,40386,1.0513,64515,N,N,1,N,1,7,1,1,1,43339.01664
0,41400,0,2,2,N,10,6096,N,31314,2,48605,40837,0.7829,48605,N,N,2,N,N,0,0,0,0,43294.7533
0,16336,0,0,1,N,9,6145,N,26665,0,22527,41992,0.808,22527,N,N,0,N,N,0,0,0,0,43347.44637
0,-9999,30,1,1,N,1,30,1,847,1,315,42516,0.242,315,N,N,1,N,N,1,1,1,1,43263.32325
1,-9999,0,0,3,N,4,4876,N,25966,0,32499,42318,0.7213,32499,N,N,0,N,N,0,0,0,0,43177.53865
0,202754,0,1,5,1,17,3442,N,32072,1,31385,40183,0.9034,31385,N,N,1,N,N,6,1,0,0,43345.40272
1,-9999,0,0,4,1,5,7610,N,43910,0,65019,41554,1.0094,65019,N,N,0,N,N,3,1,0,0,43168.06684
1,67438,0,8,4,1,5,4484,N,19467,7,26936,42173,0.4056,26936,N,N,8,1,N,2,1,1,0,43357.18091
0,398677,0,0,-9999,-9999,-9999,0,-9999,-9999,0,-9999,40769,-9999,0,-9999,-9999,0,-9999,-9999,0,0,0,0,43177.4539
0,411085,0,2,3,1,7,2248,N,35386,2,33567,40080,0.4021,33567,N,N,2,N,N,3,1,0,0,43406.17221
1,2348,0,7,3,N,4,2347,N,22711,8,31308,42612,0.668,31308,N,N,10,N,N,0,0,0,0,43296.55645
0,624490,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43359.55811
0,125845,0,0,4,1,5,244,N,14170,0,15864,42770,0.1492,15864,N,N,0,N,N,2,1,0,0,43449.84855
0,22938,0,0,2,*,2,780,N,3140,0,4071,41438,0.2093,4071,N,N,0,*,*,4,0,0,0,43245.99913
0,1626,0,0,1,N,1,454,N,3030,0,3091,42692,1.01,3091,N,N,0,N,N,0,0,0,0,43456.54899
0,5000,0,1,2,1,8,723,N,14923,2,14878,42429,0.5969,14878,N,N,3,N,N,5,1,0,0,43238.99889
0,3600,0,0,5,N,9,3929,N,33936,1,32471,42818,0.4713,32471,N,N,1,N,N,0,0,0,0,43369.44056
0,155516,0,0,4,N,7,5146,N,56792,0,60841,39373,0.3109,60841,N,N,0,N,1,1,1,1,1,43166.62799
0,12578,0,0,7,N,11,11937,N,49073,4,73327,41578,0.5968,73327,N,N,4,N,N,0,0,0,0,43230.38666
0,25688,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43488.70286
0,244400,0,0,4,N,10,24587,N,99311,0,117770,39035,0.3692,117770,N,N,0,N,N,0,0,0,0,43145.01971
0,51100,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,43397.56221
0,-9999,0,4,5,N,7,3515,N,25537,4,25549,42696,0.3547,25549,*,N,4,N,N,0,0,0,0,43387.36589
1,7498,0,0,6,N,7,8656,N,43649,2,44641,42846,0.9387,44641,N,N,2,1,N,1,1,1,0,43355.32925
0,20567,0,0,1,*,1,0,*,0,0,0,41936,-9999,0,*,*,0,N,*,0,0,0,0,43490.07216
0,2900,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43164.84238
0,-9999,0,1,5,N,15,4823,N,39570,1,37573,42620,0.6873,37573,N,N,1,N,N,0,0,0,0,43407.01424
0,11000,0,0,2,N,2,260,N,1037,0,458,40647,0.0494,458,N,N,0,N,N,7,0,0,0,43420.99858
0,113386,0,0,3,N,4,2755,N,14419,0,14609,41859,0.1323,14609,1,N,0,N,N,1,1,1,1,43417.03566
1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,646253,0,0,4,/,11,6956,N,9283,0,14409,42906,0.2112,14409,N,N,0,N,N,0,0,0,0,43164.48916
0,17000,0,0,2,*,2,200,N,1236,1,4461,40877,0.0687,4461,*,N,1,*,*,0,0,0,0,43165.90624
0,-9999,0,3,6,N,9,3851,N,21436,4,24101,42698,0.3152,24101,N,N,5,N,N,0,0,0,0,43394.12416
0,11792,0,0,5,N,5,1728,N,30099,0,38918,42618,0.4855,38918,N,N,0,N,N,0,0,0,0,43467.08301
0,2208,0,8,3,/,4,1488,N,28202,8,48475,43030,0.5423,48475,N,N,10,/,N,0,0,0,0,43209.45188
0,900,0,0,2,/,2,3003,N,31770,0,32482,42894,1.5885,32482,N,N,0,N,N,0,0,0,0,43225.52462
0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,43464.48914
0,-9999,0,9,5,*,7,590,N,4949,8,9719,42213,0.0553,9719,N,N,10,*,*,0,0,0,0,43290.05672
0,6324,0,1,3,N,5,2307,N,21910,1,23798,42565,0.8427,23798,N,N,1,N,N,0,0,0,0,43161.4955
0,10924,-9999,3,-9999,-9999,-9999,-9999,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,6,-9999,-9999,-9999,-9999,-9999,-9999,43337.99133
0,278905,0,2,2,N,6,0,N,6158,2,7974,40768,0.3622,7974,N,N,2,N,N,0,0,0,0,43418.02951
0,53724,0,1,6,N,9,38895,N,348904,1,364551,39595,0.6547,364551,1,N,1,1,N,3,1,1,1,43228.50517
0,6386,0,1,4,N,6,1356,N,8897,1,9162,42361,0.7414,9162,N,N,1,N,N,0,0,0,0,43152.36814
0,564210,0,0,3,N,4,2419,N,77622,1,60882,41759,0.9352,60882,N,N,1,N,N,3,0,0,0,43476.84583
0,3360036,0,1,13,N,28,66157,N,381478,2,400857,38900,0.4543,400857,N,N,3,N,N,3,0,0,0,43212.40104
0,1331719,0,2,17,N,33,32523,N,274476,6,313567,41094,0.3886,313567,N,N,8,N,N,0,0,0,0,43455.61756
0,204839,0,2,6,N,11,56986,N,240950,3,154743,39259,0.8667,154743,N,1,3,N,N,1,1,1,1,43175.70579
0,47117,0,1,4,N,5,13680,N,92167,1,110505,39444,0.7201,110505,N,N,1,N,N,0,0,0,0,43292.43453
0,-9999,0,0,5,1,9,15652,N,163356,1,144501,40795,0.7563,144501,N,N,1,1,N,7,1,1,0,43347.34617
0,24920,0,1,5,N,6,4494,N,50037,1,49873,40719,0.9811,49873,N,N,1,N,N,1,0,0,0,43226.34469
1,197321,0,1,1,/,1,3114,N,30922,1,30707,43160,1.0307,30707,/,N,1,/,/,0,0,0,0,43218.95765
1,-9999,0,0,-9999,-9999,-9999,0,-9999,-9999,0,-9999,42137,-9999,0,-9999,-9999,0,-9999,-9999,3,0,0,0,43162.15948
0,28858,0,0,3,N,6,2812,N,41635,0,38231,42331,0.9606,38231,N,N,0,N,N,0,0,0,0,43349.37487
0,2251,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43351.37231
0,38500,0,1,3,N,6,4106,N,38022,1,41365,37644,0.3558,41365,N,N,1,N,N,0,0,0,0,43471.86957
1,-9999,0,1,4,N,6,42180,N,222466,1,282970,39911,0.6826,282970,N,N,1,N,N,0,0,0,0,43065.91916
0,156559,0,0,5,N,12,18576,N,128826,1,141941,38814,0.8772,141941,N,N,1,N,N,0,0,0,0,43181.9166
0,45912,0,0,4,N,6,23033,N,104537,2,128840,41297,0.9418,128840,N,N,3,N,N,0,0,0,0,43180.88899
0,4787793,0,2,4,1,11,32552,N,217351,2,319813,38000,0.5517,319813,N,N,2,N,N,6,1,0,0,43229.09506
0,1493949,0,0,2,N,2,6322,N,63001,0,139127,41151,0.3603,139127,N,N,0,N,N,0,0,0,0,43383.60138
0,699391,0,3,4,N,8,33093,N,508725,3,513758,39423,1.0275,513758,N,N,3,N,1,1,1,1,1,43184.98685
0,128801,0,5,7,N,15,17420,N,119370,5,149561,38730,0.2853,149561,N,N,6,N,N,2,0,0,0,43192.45826
0,-9999,0,1,6,N,16,7362,N,13308,4,23204,37316,0.1416,23204,N,N,7,N,N,0,0,0,0,43233.00067
0,27467,0,1,3,N,5,7506,N,79953,1,74238,38548,1.0121,74238,N,N,1,N,N,0,0,0,0,43491.67487
0,-9999,0,0,4,N,7,350,N,5001,0,12429,39177,0.1613,12429,N,N,0,N,N,0,0,0,0,43498.86387
0,173844,0,0,9,N,19,18600,N,239245,0,231090,37979,0.838,231090,N,N,0,N,N,2,0,0,0,43195.4377
0,14378,0,0,1,*,2,0,*,0,0,0,39073,0,0,*,*,0,*,*,0,0,0,0,43500.3612
0,30135,0,0,5,N,7,7687,N,80048,2,80805,40308,0.953,80805,N,N,2,N,N,1,0,0,0,43168.76862
0,912159,0,1,8,1,15,43872,N,454471,1,442515,39078,0.8913,442515,N,N,1,N,N,2,1,0,0,43172.11678
0,109716,0,0,9,N,18,50079,N,403905,0,430097,38874,0.6573,430097,N,N,0,N,N,0,0,0,0,43232.01898
0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N,-9999,-9999,N,-9999,-9999,-9999,-9999,-9999,43466.70336
0,248329,0,0,7,1,14,53269,N,255066,0,257071,39640,0.6337,257071,1,N,0,N,1,3,1,1,1,43330.04859
0,3852,0,5,7,N,9,6752,N,67909,5,68048,41152,0.8995,68048,N,N,5,N,N,2,0,0,0,43194.00694
0,-9999,0,0,4,N,14,4854,N,63400,0,47650,39300,0.2376,47650,N,N,0,N,N,0,0,0,0,43456.04847
0,74438,0,0,2,N,3,2108,N,7134,0,61976,40598,0.0408,61976,N,N,0,N,N,0,0,0,0,43463.21213
0,3538659,0,0,6,N,22,14862,N,166282,0,151011,39573,0.8593,151011,N,N,0,N,N,0,0,0,0,43169.95102
0,20000,0,7,5,N,17,12220,N,181256,7,168291,37938,1.2535,168291,N,N,9,N,N,1,0,0,0,43230.12067
0,-9999,0,1,5,1,17,5584,N,32648,1,30040,38877,0.2968,30040,1,1,1,1,N,5,1,1,1,43408.93047
0,302224,0,0,2,N,4,11074,N,120393,0,126151,38637,0.9429,126151,N,N,0,N,N,0,0,0,0,43176.47025
0,249992,0,0,5,N,8,8645,N,46140,0,47944,38777,0.2866,47944,N,N,0,N,N,0,0,0,0,43494.58949
0,186413,0,0,6,N,13,8257,N,58143,0,70446,38069,0.2838,70446,N,N,0,N,N,1,0,0,0,43473.20291
0,146886,0,1,4,1,7,3692,N,9194,1,12668,37903,0.1994,12668,N,1,1,N,N,3,1,1,1,43458.60235
0,-9999,0,0,5,1,6,16725,N,133665,0,152761,39379,1.2207,152761,N,N,0,N,1,5,1,1,1,43183.119
0,2895857,0,0,8,N,15,7704,N,21503,1,19386,39246,0.058,19386,N,N,1,N,1,1,1,1,1,43406.02688
0,-9999,0,0,1,N,2,0,N,956,0,606,40360,0.0956,606,N,N,0,N,N,0,0,0,0,43487.888
0,60364,0,3,4,N,6,9132,N,94848,2,95252,40015,1.0188,95252,N,N,3,N,N,0,0,0,0,43153.01501
0,3062,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43324.04199
1,80565,0,1,11,1,34,27322,N,211096,1,353877,37969,0.4026,353877,N,N,1,1,N,3,1,1,0,43287.40726
0,1195029,0,2,2,N,14,28087,N,29453,1,35874,41492,0.3956,35874,N,1,2,N,N,1,1,1,1,43422.01912
0,1642398,0,3,11,N,21,43135,N,318060,4,475289,38169,0.3062,475289,N,N,4,N,N,0,0,0,0,43161.43169
0,68214,0,0,3,N,6,12057,N,159668,0,136673,38831,1.0628,136673,N,N,0,N,N,0,0,0,0,43166.50439
0,182728,0,1,11,N,20,9673,N,81274,2,62284,37970,0.372,62284,N,N,3,N,N,6,0,0,0,43416.00201
0,163599,0,0,6,N,13,7737,N,81138,0,73680,37938,1.1044,73680,N,N,0,N,N,3,0,0,0,43351.28981
0,13200,0,0,3,N,3,8563,N,68518,0,59782,39263,0.8288,59782,1,N,0,N,N,5,1,1,1,43325.1697
0,1947125,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43406.23872
0,287021,0,2,8,N,14,32805,N,295123,5,298342,38684,0.8223,298342,N,N,5,N,N,1,0,0,0,43477.46418
0,165197,0,1,11,N,19,39551,N,336264,3,323991,39094,0.4763,323991,N,N,4,N,N,0,0,0,0,43221.00351
0,83983,0,4,6,N,9,19880,N,163616,5,192325,39331,0.4251,192325,1,N,6,N,N,1,1,1,1,43184.39789
0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,-9999,0,0,5,1,9,4430,N,26767,1,26301,42521,0.1673,26301,N,N,1,N,N,3,1,0,0,43471.50476
0,-9999,0,0,2,N,3,2065,N,3672,0,4444,42815,0.2825,4444,N,N,0,N,N,0,0,0,0,43422.00779
0,541663,0,1,6,N,15,33781,N,171115,1,164524,38706,0.6105,164524,N,N,1,N,N,0,0,0,0,43288.83499
0,-9999,0,0,2,N,4,1199,N,11085,0,5514,40255,0.4263,5514,N,N,0,N,N,0,0,0,0,43406.01949
0,194490,0,0,3,N,5,25654,N,247065,0,224164,37048,0.8538,224164,N,N,0,N,N,0,0,0,0,43182.8531
0,351743,0,0,3,1,4,6172,N,23635,0,26359,39800,0.6565,26359,N,N,0,N,N,7,1,0,0,43267.19181
0,948535,0,0,6,N,16,14471,N,69911,1,174104,39435,0.243,174104,N,N,1,N,N,1,0,0,0,43488.37453
0,2679,0,0,6,N,13,34334,N,37025,0,56775,37726,0.1115,56775,N,N,0,N,N,0,0,0,0,43483.96855
0,2193451,0,0,5,N,10,15286,N,106641,0,94852,39081,0.3353,94852,N,N,0,N,N,6,0,0,0,43193.68451
0,15000,0,0,3,N,6,17830,N,183081,0,203427,39016,1.1042,203427,N,N,0,N,N,1,0,0,0,43177.45649
0,-9999,0,0,2,N,12,0,N,0,0,0,41677,0,0,*,N,0,N,N,0,0,0,0,43499.69446
0,67902,0,0,7,N,14,21478,N,168053,4,153621,39310,0.9331,153621,N,N,4,N,N,0,0,0,0,43443.91603
0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,24743,0,3,7,1,18,8672,N,53186,3,75546,42088,0.7336,75546,N,N,3,1,N,4,1,1,0,43238.00144
0,66462,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43479.16865
0,39256,0,0,11,N,23,27726,N,322620,0,319115,39345,0.9358,317231,N,N,0,N,N,0,0,0,0,43390.63444
0,289509,0,0,8,N,16,42829,N,401266,0,388239,39432,0.9104,388239,N,N,0,N,N,0,0,0,0,43182.64644
0,214076,0,0,9,N,18,32506,N,225743,1,230617,37830,0.9647,230617,N,N,1,N,N,2,0,0,0,43434.82601
0,445370,0,2,8,N,18,26270,N,294500,3,337257,37842,0.8207,337178,N,N,3,N,N,0,0,0,0,43182.93375
0,1066,0,8,7,/,20,8786,N,40421,10,49027,39129,0.5182,49027,N,N,11,N,N,0,0,0,0,43168.38567
0,902776,0,7,9,N,24,15315,N,115546,7,140057,40031,0.4532,140057,N,N,7,1,N,4,1,1,0,43188.07824
0,105658,0,0,5,N,15,34021,N,158896,0,163696,40071,0.8636,163567,N,N,0,N,N,7,0,0,0,43334.1317
0,1586838,0,4,11,C,28,53159,N,213279,4,163110,39015,0.3844,163110,N,N,4,N,N,0,0,0,0,43191.88209
0,41200,0,0,1,N,2,3893,N,61304,0,76389,42082,0.7044,76389,N,N,0,N,N,0,0,0,0,43490.45591
0,8250,0,0,4,N,5,9535,N,40457,0,43142,40549,0.2781,43142,N,N,0,N,N,0,0,0,0,43170.38091
0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,1671243,0,0,5,N,8,200,N,4240,2,10650,38990,0.157,10650,N,N,2,N,N,5,0,0,0,43214.6531
0,384250,0,0,4,1,12,6417,N,47491,0,80187,38246,0.2896,80187,N,N,0,1,N,4,1,1,0,43169.14128
0,24000,0,0,11,N,38,58528,N,229085,2,219921,40803,0.4787,219921,N,N,2,N,N,0,0,0,0,43161.50744
0,198162,0,1,7,N,8,40570,N,430870,2,420607,37975,0.8322,420607,N,N,2,N,N,0,0,0,0,43195.92909
0,147930,0,0,9,N,23,21205,N,240998,0,239674,38833,0.9204,239674,N,N,0,N,N,5,0,0,0,43406.01663
0,22551,0,0,5,N,14,21543,N,219594,2,192512,37879,1.0439,192512,N,N,2,N,N,0,0,0,0,43191.48691
0,132414,0,4,8,C,12,24873,N,198748,5,191746,39477,0.2981,191746,N,N,5,C,N,0,0,0,0,43392.37632
0,0,0,0,10,N,18,2697,N,13009,1,17654,39421,0.0228,17654,N,N,1,N,N,0,0,0,0,43489.76449
0,336712,0,1,8,N,12,9343,N,134018,1,148286,40348,0.4649,148286,N,N,1,N,N,0,0,0,0,43496.86175
0,40000,0,0,5,N,12,6879,N,56702,1,60695,39050,0.5614,60695,N,1,1,1,N,5,1,1,1,43210.7027
0,26801,0,0,8,1,14,8365,N,85035,0,85658,41324,1.0307,85658,N,N,0,N,N,4,1,0,0,43193.66523
0,-9999,0,0,2,N,5,262,N,3258,0,1083,40977,0.0693,1083,N,N,0,N,N,1,0,0,0,43176.82616
0,27132,0,0,1,N,2,3261,N,29961,0,43159,42109,0.6968,43159,N,N,0,N,N,0,0,0,0,43474.92888
0,4112,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43168.39484
0,-9999,0,0,5,N,19,16432,N,78991,1,77819,38281,0.2095,77819,N,1,1,N,N,2,1,1,1,43458.39737
0,20628,0,3,9,N,15,32423,N,346158,4,324899,39736,0.925,324899,N,N,4,N,1,2,1,1,1,43168.59275
0,5502749,0,0,9,N,20,56489,N,123023,4,60683,37673,0.0719,60683,N,N,4,N,N,0,0,0,0,43416.48244
0,963225,0,0,4,N,6,28293,N,260086,0,261598,39562,1.0081,261598,N,N,0,N,N,2,0,0,0,43374.02787
0,327432,0,1,3,N,4,784,N,1527,1,403,39849,0.0231,403,N,N,1,N,N,0,0,0,0,43448.87118
1,49358,0,0,4,N,11,187011,N,118190,0,246740,39384,0.3398,246740,N,N,0,N,N,1,0,0,0,43176.09359
0,73169,0,1,4,N,6,8707,N,40966,1,43725,39122,0.7729,43725,N,N,1,N,N,0,0,0,0,43166.01556
0,-9999,0,0,4,N,7,3729,N,21441,0,51047,39463,0.1656,51047,N,N,0,N,N,0,0,0,0,43477.82488
0,-9999,0,0,2,N,3,65,N,300,0,182,40280,0.0286,182,N,N,0,N,N,2,0,0,0,43166.56988
0,101437,0,1,5,N,10,34371,N,236745,1,226615,39504,0.8255,226615,N,N,1,1,N,2,1,1,0,43165.34587
0,43500,0,11,10,N,18,14951,N,165195,11,178392,39588,0.8799,178392,N,N,19,N,N,0,0,0,0,43180.74288
0,28004,0,0,3,N,4,1755,N,20698,1,21158,41995,0.9856,21158,N,N,1,N,N,1,0,0,0,43219.0016
0,136540,0,0,3,1,12,26113,N,153896,0,138100,38572,0.8896,138100,1,N,0,N,N,7,1,1,1,43340.73884
0,5000,0,1,4,N,8,4510,N,95845,2,87063,38587,0.9726,87063,N,N,3,N,N,0,0,0,0,43388.39981
0,15000,0,3,4,N,7,7636,N,58715,3,56668,39800,0.6148,56668,N,N,3,N,N,0,0,0,0,43151.12876
0,725191,0,0,5,N,9,14111,N,168608,0,148540,40940,0.9016,148540,N,N,0,N,N,3,0,0,0,43195.63269
0,30131,0,0,5,N,20,6901,N,160567,0,90504,41241,1.312,90504,N,N,0,N,N,1,0,0,0,43213.82846
0,21901,0,0,4,1,9,11198,N,61312,0,70039,41592,0.2544,70039,1,N,0,1,N,3,1,1,1,43186.63416
0,-9999,0,0,2,N,5,32886,N,65788,0,54210,42272,1.1319,54210,N,N,0,N,N,0,0,0,0,43233.00013
0,-9999,0,0,2,N,3,200,N,44,0,0,42934,0.0031,0,*,N,0,N,*,0,0,0,0,43417.03874
0,5970,0,0,1,/,9,0,*,0,0,0,43199,-9999,0,*,*,0,/,*,0,0,0,0,43390.38528
0,-9999,0,12,7,1,8,4639,N,54220,11,71156,39463,0.6305,71156,N,N,12,N,N,1,1,0,0,43192.82633
0,5000,0,1,6,1,10,6257,N,69479,1,69668,39464,0.965,69668,N,N,1,N,N,1,1,0,0,43344.70278
1,100503,0,1,6,1,10,68829,N,188279,1,120859,40751,0.9994,120814,N,N,1,N,N,5,1,0,0,43190.64644
0,68642,0,1,8,N,14,36731,N,201940,3,189051,38084,0.6177,189051,N,N,3,N,N,3,0,0,0,43223.31307
0,2153348,0,6,9,N,14,19886,N,209161,5,249801,37679,0.6753,249801,N,N,6,N,N,7,0,0,0,43342.25184
0,16700,0,1,11,N,33,41548,N,425524,4,437942,37650,0.9302,437942,N,N,5,N,N,4,0,0,0,43192.45672
0,41000,0,0,5,N,15,6419,N,108558,0,97486,38204,0.3337,97486,N,N,0,N,N,1,0,0,0,43489.8334
0,28000,0,0,3,1,5,6567,N,113056,0,111317,39789,1.0068,111317,N,N,0,N,N,3,1,0,0,43243.00628
0,2504948,0,0,8,N,13,4891,N,16995,0,19773,39766,0.0481,19773,N,N,0,N,N,0,0,0,0,43495.3225
0,743214,0,0,8,N,14,16323,N,198916,0,205850,40759,0.9946,205850,N,N,0,N,N,3,0,0,0,43177.70434
0,1355806,0,4,10,N,14,24558,N,160593,10,173055,39556,0.4833,173055,N,N,13,N,N,0,0,0,0,43368.68799
0,2365321,0,1,11,N,23,32370,N,303541,2,310148,39695,0.5962,310148,N,N,2,N,N,0,0,0,0,43171.38551
1,-9999,0,0,1,/,1,698,N,12594,0,21285,42783,0.5725,21285,N,N,0,N,N,0,0,0,0,43145.54316
0,39326,0,0,3,1,5,3499,N,16012,0,24408,41627,0.1396,24408,1,N,0,N,N,7,1,1,1,43267.50352
0,44799,0,0,1,/,2,4288,N,3533,0,366,43113,0.3533,366,N,N,0,N,N,0,0,0,0,43489.58259
